Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_C57BL.6J,A.J_vs_C57BL.6J,C57BL.6J_vs_129s1.SvImJ,C57BL.6J_vs_A.J,C57BL.6J_vs_C57BL.6J,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_C57BL.6J,CC002.Unc_vs_C57BL.6J,CC003.Unc_vs_C57BL.6J,CC004.TauUnc_vs_C57BL.6J,CC005.TauUnc_vs_C57BL.6J,CC006.TauUnc_vs_C57BL.6J,CC007.Unc_vs_C57BL.6J,CC008.GeniUnc_vs_C57BL.6J,CC009.Unc_vs_C57BL.6J,CC010.GeniUnc_vs_C57BL.6J,CC011.Unc_vs_C57BL.6J,CC012.GeniUnc_vs_C57BL.6J,CC013.GeniUnc_vs_C57BL.6J,CC015.Unc_vs_C57BL.6J,CC016.GeniUnc_vs_C57BL.6J,CC017.Unc_vs_C57BL.6J,CC018.Unc_vs_C57BL.6J,CC019.TauUnc_vs_C57BL.6J,CC021.Unc_vs_C57BL.6J,CC022.GeniUnc_vs_C57BL.6J,CC023.GeniUnc_vs_C57BL.6J,CC024.GeniUnc_vs_C57BL.6J,CC025.GeniUnc_vs_C57BL.6J,CC027.GeniUnc_vs_C57BL.6J,CC028.GeniUnc_vs_C57BL.6J,CC030.GeniUnc_vs_C57BL.6J,CC031.GeniUnc_vs_C57BL.6J,CC032.GeniUnc_vs_C57BL.6J,CC033.GeniUnc_vs_C57BL.6J,CC034.Unc_vs_C57BL.6J,CC035.Unc_vs_C57BL.6J,CC037.TauUnc_vs_C57BL.6J,CC038.GeniUnc_vs_C57BL.6J,CC039.Unc_vs_C57BL.6J,CC040.TauUnc_vs_C57BL.6J,CC041.TauUnc_vs_C57BL.6J,CC042.GeniUnc_vs_C57BL.6J,CC043.GeniUnc_vs_C57BL.6J,CC044.Unc_vs_C57BL.6J,CC045.GeniUnc_vs_C57BL.6J,CC046.Unc_vs_C57BL.6J,CC047.Unc_vs_C57BL.6J,CC051.TauUnc_vs_C57BL.6J,CC056.GeniUnc_vs_C57BL.6J,CC057.Unc_vs_C57BL.6J,CC059.TauUnc_vs_C57BL.6J,CC061.GeniUnc_vs_C57BL.6J,CC065.Unc_vs_C57BL.6J,Cast.EiJ_vs_C57BL.6J,IFNG_vs_C57BL.6J,NOD.ShiLtJ_vs_C57BL.6J,NOS_vs_C57BL.6J,NZO.H1LtJ_vs_C57BL.6J,PWK.PhJ_vs_C57BL.6J,Phox_vs_C57BL.6J,Rag_vs_C57BL.6J,Wsb.Eij_vs_C57BL.6J,in_vitro_vs_C57BL.6J,Functional_Category
Rv2495c,0.9672,0.9701,0.6078,0.0026,0.4543,0.6002,0.5928,0.351,0.9166,0.5741,0.4168,0.3788,0.8284,0.9486,0.5131,0.1999,0.5871,0.58,0.169,0.3359,0.914,0.1592,0.2432,0.0222,0.489,1.0,0.1908,0.0368,0.7377,0.305,0.3487,0.856,0.1732,0.9567,0.7848,0.3804,0.4856,0.6095,0.4861,0.1774,0.8348,0.6895,0.4828,0.4874,0.0577,0.7164,0.8685,0.8121,0.3615,0.7036,0.9934,0.9971,0.3028,0.796,0.267,0.8227,0.5456,0.2178,0.3603,0.5465,0.8189,0.2178,1.0,0.6448,0.6276,0.5033,0.6119,0.5032,1.0,0.5287,0.0188,0.2864,0.4465,0.643,0.4947,0.274,0.8843,0.5971,0.1957,0.0663,0.191,0.6906,0.3709,0.4397,0.1392,0.4659,0.2274,0.1579,0.5731,0.578,0.165,0.1938,0.2356,0.2257,0.047,0.4143,0.1313,0.2125,0.0556,0.9544,0.9916,0.1065,0.3015,0.4257,0.0519,0.5563,0.3281,0.4748,0.1855,0.4641,0.9053,0.7189,0.294,0.976,0.7128,0.0094,0.072,0.4703,0.801,0.3186,0.3218,0.5815,0.7292,0.5147,0.4061,0.7293,0.2418,0.363,intermediary metabolism and respiration
Rv2496c,0.8723,0.6531,0.9294,0.7143,0.7556,0.272,0.9236,0.68,0.4107,0.7261,0.4513,0.2531,0.6092,0.0648,0.872,0.5293,0.1699,0.2473,0.6303,0.6584,0.8062,0.7531,0.2858,0.3468,0.6929,0.9287,0.5267,0.284,0.8495,0.7914,0.8436,0.992,0.2928,0.8089,0.8504,0.4267,0.014,0.6779,0.8886,0.4847,0.8461,0.8944,0.4424,0.6631,0.1204,0.5619,0.9725,0.5993,0.5257,0.2699,0.2752,0.406,0.238,0.8966,0.9476,0.6049,0.1403,0.6079,0.3441,0.8488,0.0093,0.1215,0.0001,0.0088,0.397,0.518,0.4006,0.5302,1.0,0.019,0.5937,0.9145,0.5266,0.6047,0.6081,0.5517,0.6249,0.4989,0.7157,0.6804,0.8209,0.9023,0.9384,0.8775,0.5945,0.9904,0.5226,0.7671,0.6612,0.7836,0.7103,0.59,0.565,0.7755,0.4964,0.6176,0.8744,0.9626,0.696,0.5483,0.6101,0.6254,0.2762,0.4725,0.6284,0.9481,0.6295,0.787,0.5688,0.7205,0.4969,0.9507,0.3598,0.4929,0.9268,0.3072,0.3709,0.7368,0.4403,0.1794,0.6914,0.5238,0.2003,0.1479,0.9474,0.9785,0.3962,0.3716,intermediary metabolism and respiration
Rv2497c,0.4749,0.3761,0.8968,0.1126,0.9638,0.5181,0.784,0.9964,0.6946,0.7924,0.1691,0.4386,0.0272,0.4325,0.1865,0.3499,0.4143,0.9679,0.7838,0.9309,0.4136,0.9762,0.7223,0.0033,0.4442,0.8836,0.1632,0.4835,0.6859,0.7463,0.9005,0.4268,0.1751,0.8222,0.8501,0.023,0.0232,0.2647,0.8435,0.6965,0.6159,0.9392,0.8936,0.9333,0.1263,0.4401,0.2074,0.965,0.9326,0.1095,0.7477,0.7282,0.8479,0.9273,0.6922,0.5243,0.8602,0.257,0.7893,0.2195,0.7965,0.0466,0.5689,0.0119,0.9889,0.8868,0.9885,0.8924,1.0,0.0779,0.8944,0.2313,0.9368,0.9515,0.9582,0.9593,0.9646,0.999,0.9711,0.4418,0.726,0.944,0.8258,0.9091,0.6151,0.6511,0.72,0.087,0.7644,0.9,0.8643,0.9979,0.7405,0.207,0.4806,0.5763,0.4973,0.9679,0.9484,0.6208,0.9228,0.0763,0.9827,0.8225,0.3751,0.4283,0.408,0.4693,0.8743,0.9793,0.6387,0.9904,0.8718,0.9277,0.8822,0.3573,0.2492,0.8691,0.6063,0.6713,0.7773,0.7744,0.5903,0.7052,0.7944,0.7327,0.9606,0.8104,intermediary metabolism and respiration
Rv2498c,0.925,0.9527,0.7379,0.544,0.4845,0.3005,0.9957,0.7347,0.963,0.352,0.0802,0.096,0.9765,0.087,0.1256,0.1298,0.4486,0.4581,0.3813,0.6501,0.1274,0.1149,0.7381,0.1242,0.0584,0.1984,0.9762,0.482,0.0008,0.1271,0.9141,0.0032,1.0,0.9329,0.9084,0.9138,0.9901,0.9317,0.2992,0.6157,0.3876,0.4337,0.8476,0.027,0.1861,0.8234,0.4618,0.7934,0.9351,0.1244,0.0836,0.7991,0.5349,0.8069,0.265,0.8684,0.2292,0.9784,0.2275,0.0562,0.5799,0.17,0.9995,0.0022,0.1226,0.5639,0.1192,0.565,1.0,0.0225,0.9164,0.053,0.0509,0.0362,0.5584,0.608,0.6532,0.5746,0.1124,0.6799,0.331,0.3926,0.4539,0.7523,0.6537,0.2109,0.1727,0.9471,0.1891,0.7269,0.6915,0.0064,0.2538,0.2318,0.083,0.2931,0.4055,0.0223,0.1972,0.4223,0.9091,0.1743,0.5011,0.2134,0.6019,0.161,0.4858,0.2802,0.8299,0.51,0.1361,0.5145,0.0189,0.6756,0.5164,0.2803,0.1564,0.0022,0.9465,0.6772,0.0182,0.1333,0.0887,0.3576,0.3781,0.5515,0.0706,0.0005,intermediary metabolism and respiration
Rv2499c,0.7116,0.735,0.9592,0.9741,0.5575,0.0632,0.6086,0.8688,0.6614,0.5534,0.2406,0.265,0.7369,0.2833,0.3181,0.6673,0.7007,0.9576,0.7535,0.1402,0.8184,0.1324,1.0,0.2892,0.3513,0.1625,0.0243,0.0296,0.2172,0.0152,0.0186,1.0,0.8587,0.7692,0.6673,0.3839,0.0,0.7052,0.7289,0.8241,0.6473,0.0685,0.1298,0.7008,0.762,0.5548,0.7263,0.9111,0.4033,0.9491,0.7959,0.7488,0.8917,0.6693,0.4542,0.6809,0.4911,1.0,0.8118,0.6552,0.8398,0.3358,0.7257,0.426,0.6525,0.8963,0.6556,0.8967,1.0,0.0021,0.6289,0.9056,0.7401,0.7121,0.7185,0.8025,0.9927,0.9134,0.9856,0.7467,0.7092,0.84,0.6719,0.7258,0.8065,0.7012,0.5435,0.7804,0.7633,0.8892,0.6442,0.7805,0.9382,0.4446,0.3602,0.7263,0.4841,0.9527,0.596,0.5429,0.8671,0.7976,0.8999,0.768,0.9561,0.7968,0.5428,0.746,0.9921,0.4742,0.7078,0.7448,0.8387,0.5671,0.834,0.7234,0.2268,0.7131,0.8644,0.4495,0.7368,0.5036,0.6252,0.7231,0.7446,0.7626,0.8454,0.6658,intermediary metabolism and respiration
Rv2500c,0.9173,0.9786,0.2466,0.6976,0.8251,0.2706,0.5528,0.6533,0.2445,0.1852,0.4709,0.1439,0.051,0.5898,0.1863,0.2643,0.8656,0.9227,0.601,0.5003,0.7747,0.0016,0.9614,0.1282,0.0149,0.3917,0.1125,0.1215,0.1608,0.1021,0.3883,0.8113,0.1874,0.9488,0.8753,0.6224,0.346,0.3234,0.0938,0.2033,0.8786,0.3834,0.6343,0.0565,0.1475,0.5675,0.474,0.5995,0.7165,0.7546,0.4733,0.1707,0.6719,0.7671,0.5394,0.8411,0.0465,0.5562,0.5688,0.1713,0.0963,0.9734,0.0,0.0728,0.4063,0.6062,0.4138,0.6025,1.0,0.0915,0.4211,0.584,0.3661,0.6815,0.806,0.8004,0.3309,0.3294,0.4608,0.5121,0.874,0.3511,0.4004,0.4308,0.6187,0.7936,0.4007,0.4676,0.6353,0.6354,0.4526,0.5285,0.4801,0.2723,0.9647,0.5382,0.1597,0.4019,0.6039,0.6036,0.4699,0.3342,0.1465,0.9878,0.9169,0.6341,0.7642,0.4002,0.7039,0.2073,0.1236,0.9373,0.2231,0.9512,0.1681,0.3001,0.6807,0.9127,0.7229,0.7683,0.8504,0.6132,0.0439,0.6805,0.8725,0.0703,0.8946,0.3949,lipid metabolism
Rv2501c,0.8095,0.9631,0.7759,0.263,0.4456,0.6795,0.3809,0.9386,0.5685,0.6269,0.7067,0.9032,0.7455,0.5928,0.7946,0.2949,0.9821,0.6061,0.7394,0.2182,0.8081,0.1351,0.1624,0.0665,0.4762,0.4029,0.6743,0.7369,0.1421,0.5579,0.6597,0.1392,0.7238,0.8493,0.9109,0.6099,0.3126,0.54,0.7834,0.7511,0.9395,0.7308,0.8889,0.7573,0.537,0.4831,0.5842,0.3086,0.1638,0.2829,0.7607,0.6284,0.5246,0.7656,0.1,0.5145,0.6403,0.2142,0.1418,0.0131,0.5994,0.1375,0.6668,0.0003,0.0566,0.0807,0.0565,0.0824,1.0,0.008,0.8848,0.0911,0.1587,0.2092,0.8397,0.1256,0.7319,0.0838,0.2031,0.608,0.452,0.0203,0.2345,0.3679,0.0568,0.0175,0.0402,0.7632,0.474,0.0659,0.1249,0.0062,0.0579,0.2081,0.5984,0.07,0.2922,0.1254,0.0427,0.5852,0.9381,0.1894,0.5895,0.3441,0.3848,0.2246,0.7253,0.0594,0.9351,0.2691,0.8257,0.1696,0.3384,0.0929,0.2165,0.8561,0.1441,0.0819,0.1676,0.1843,0.0675,0.1936,0.0127,0.3234,0.9853,0.4756,0.1234,0.086,lipid metabolism
Rv2502c,0.9254,0.9778,0.8021,0.907,0.1382,0.404,0.9417,0.4753,0.8334,0.5979,0.9106,0.1534,0.198,0.2606,0.3452,0.1399,0.0403,0.3029,0.3787,0.1799,0.8618,0.555,0.3331,0.8972,0.599,0.9853,0.1342,0.6311,0.1984,0.522,0.4689,0.2718,0.5204,0.9812,0.6532,0.4012,0.6438,0.1517,0.637,0.213,0.4669,0.6841,0.5523,0.7696,0.8149,0.9228,0.1211,0.7451,0.6818,0.6405,0.9602,0.7872,0.5943,0.6751,0.1464,0.7218,0.9552,0.0544,0.0114,0.0012,0.9264,0.8947,0.8559,0.6898,0.2563,0.0688,0.2595,0.0662,1.0,0.0488,0.0385,0.0878,0.322,0.0032,0.4813,0.0955,0.313,0.1826,0.109,0.5443,0.3024,0.1034,0.3772,0.2485,0.2885,0.1696,0.0651,0.0053,0.4097,0.1985,0.2088,0.1421,0.1875,0.0713,0.1813,0.3787,0.1845,0.0285,0.2755,0.0758,0.2851,0.669,0.5239,0.0075,0.0248,0.0776,0.1675,0.0301,0.438,0.3054,0.1139,0.9543,0.2037,0.2048,0.4167,0.1407,0.4928,0.0705,0.2698,0.1612,0.1872,0.1354,0.0319,0.0965,0.1916,0.2875,0.0623,0.0014,lipid metabolism
Rv2503c,0.718,0.7378,0.7731,0.606,0.777,0.144,0.0875,0.7609,0.9688,0.7192,0.6735,0.1389,0.2277,0.8988,0.4889,0.4728,0.8397,0.7729,0.4378,0.0813,0.3867,0.8411,0.4364,0.0164,0.0232,0.7413,0.7579,0.407,0.6639,0.0983,0.094,0.8141,0.9492,0.6597,0.7154,0.576,0.6057,0.2466,0.7599,0.9273,0.698,0.7508,0.7441,0.9898,0.9645,0.9025,0.8633,0.5253,0.8583,0.7995,0.8764,0.9657,0.9322,0.431,1.0,0.7057,0.4889,0.4526,0.4517,0.6508,0.3052,0.5829,0.7368,0.8013,0.7973,0.5779,0.7914,0.5745,1.0,0.9652,0.8636,0.644,0.858,0.9613,0.8277,0.9121,0.4878,0.8425,0.951,0.805,0.9018,0.9542,0.9644,0.9083,0.7754,0.8574,0.9722,0.8059,0.6984,0.5027,0.8913,0.7576,0.6923,0.8246,0.6311,0.5519,0.7364,0.8582,0.8452,0.5368,0.4799,0.6946,0.9612,0.7616,0.9606,0.9471,0.8199,0.4564,0.9599,0.7063,0.7807,0.977,0.9181,0.9391,0.6109,0.3404,0.966,0.9417,0.6316,0.9384,0.8508,0.9804,0.6479,0.8458,1.0,0.8321,0.6925,0.8806,lipid metabolism
Rv2504c,0.8599,0.9317,0.744,0.2496,0.5799,0.0356,0.6432,0.8586,0.8398,0.353,0.8618,0.1258,0.1553,0.4014,0.813,0.0832,0.0997,0.4524,0.7838,0.7889,0.7306,0.0013,0.7456,0.2332,0.0042,0.5476,0.3673,0.0324,0.2849,0.1962,0.2886,0.9894,0.0116,0.8253,0.9241,0.7952,0.259,0.9885,0.5648,0.4393,0.7075,0.6611,0.5409,0.8566,0.6076,0.5424,0.2064,0.8543,0.8978,0.9137,0.7968,0.7782,0.8462,0.8969,0.5106,0.8658,0.3731,0.7256,0.811,0.5658,0.7636,0.1402,0.7732,0.4984,0.9423,0.6727,0.9412,0.6724,1.0,0.6395,0.9667,0.5821,0.32,0.545,0.7201,0.5623,0.7225,0.3021,0.4225,0.3286,0.5891,0.9596,0.4833,0.6324,0.4444,0.4779,0.5793,0.6998,0.6403,0.9504,0.8609,0.5104,0.8559,0.8489,0.4191,0.9803,0.1395,0.2965,0.2269,0.8956,0.7872,0.3872,0.7285,0.7042,0.6354,0.6717,0.4269,0.2913,0.8458,0.9448,0.7502,0.9277,0.2937,0.6586,0.9837,0.7751,0.8682,0.542,0.572,0.6466,0.3357,0.5998,0.7357,0.3353,0.8564,0.4925,0.8691,0.4496,lipid metabolism
Rv2505c,0.5338,0.5492,0.6322,0.1921,0.8437,0.1579,0.2374,0.791,0.1961,0.3322,0.0752,0.1409,0.559,0.3096,0.1231,0.9952,0.77,0.8701,0.4614,0.729,0.7763,0.9026,0.983,0.3717,0.1721,0.5095,0.4115,0.4341,0.7976,0.6694,0.406,0.0905,0.1453,0.7251,0.6603,0.5616,0.6622,0.7901,0.6318,0.2771,0.0948,0.5952,0.6988,0.8444,0.027,0.6945,0.1165,0.6768,0.6943,0.7996,0.8165,0.8607,0.6272,0.4503,0.6076,0.9642,0.2479,0.5602,0.7951,0.0705,0.0089,0.6945,0.1814,0.667,0.2512,0.8638,0.2503,0.8578,1.0,0.5102,0.1157,0.7397,0.5506,0.1713,0.4875,0.7083,0.2448,0.2551,0.6143,0.5585,0.7829,0.3275,0.1935,0.3614,0.1494,0.1912,0.826,0.5194,0.3077,0.6256,0.3073,0.396,0.5265,0.3825,0.2082,0.7542,0.8651,0.3054,0.4293,0.0266,0.9602,0.2901,0.7909,0.3795,0.6335,0.6112,0.7948,0.4526,0.423,0.5123,0.4112,0.4756,0.531,0.8919,0.5159,0.8647,0.6033,0.4417,0.2494,0.7268,0.317,0.2527,0.8894,0.1949,0.3665,0.7438,0.2941,0.4829,lipid metabolism
Rv2506,0.652,0.7135,0.6124,0.5811,0.6639,0.2272,0.3518,0.4404,0.3554,0.1324,0.0097,0.089,0.18,0.5477,0.9509,0.748,0.617,0.6237,0.6574,0.3452,0.8173,0.1162,0.8218,0.3058,0.2177,0.5786,0.2815,0.4619,0.1024,0.4501,0.2359,0.0048,0.0044,0.6842,0.3862,0.0005,0.68,0.1812,0.775,0.7335,0.4746,0.8107,0.0789,0.0678,0.5885,0.0028,0.0444,0.5863,0.2544,0.0796,0.283,0.5027,0.8422,0.8744,0.2153,0.5644,0.0339,0.8026,0.4974,0.1176,0.8317,0.8803,0.7759,0.01,0.6955,0.0827,0.6997,0.0788,1.0,0.1855,0.0764,0.0166,0.0562,0.2558,0.5224,0.9538,0.4637,0.3329,0.5476,0.2792,0.8321,0.0424,0.3921,0.2724,0.2816,0.0017,0.0008,0.0381,0.0972,0.0393,0.1982,0.0433,0.0123,0.7576,0.0342,0.7466,0.4059,0.0363,0.0871,0.1277,0.5101,0.3675,0.6903,0.5794,0.0247,0.0192,0.014,0.1165,0.9278,0.5736,0.127,0.1106,0.063,0.6857,0.8823,0.4663,0.6643,0.0195,0.1833,0.3508,0.0568,0.0006,0.4557,0.0164,0.2305,0.7682,0.3528,0.0011,regulatory proteins
Rv2507,0.8744,0.9089,0.0905,0.0,0.3102,1.0,0.0221,0.1402,0.2348,0.0617,1.0,0.516,0.5115,0.5438,0.0511,0.4428,0.2134,0.0672,0.0395,0.0001,0.7637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5215,0.7056,1.0,0.0295,0.2167,0.8695,0.0,0.388,1.0,1.0,1.0,1.0,1.0,0.4338,0.0385,0.0,0.5863,0.8576,1.0,0.8811,0.6563,0.2279,1.0,1.0,0.2311,1.0,1.0,1.0,1.0,0.014,0.0137,1.0,1.0,1.0,1.0,1.0,0.0133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2508c,0.9758,0.9156,0.8292,0.6675,0.8213,0.0193,0.9486,0.742,0.5068,0.1808,0.2185,0.3353,0.5749,0.3611,0.4745,0.3717,0.3597,0.9447,0.9311,0.9808,0.5386,0.7993,0.8187,0.1936,0.1487,0.8858,0.1941,0.021,0.1982,0.3523,0.9656,0.2118,0.6263,0.9998,0.9021,0.219,0.0069,0.7911,0.5471,0.6203,0.1436,0.4794,0.8733,0.3441,0.0005,0.3974,0.2083,0.1585,0.6385,0.0939,0.1268,0.6404,0.4882,0.239,0.3353,0.9964,0.0247,0.2114,0.6409,0.2736,0.9706,0.5988,0.6488,0.8518,0.4963,0.5852,0.4861,0.5867,1.0,0.893,0.8825,0.7932,0.6909,0.2957,0.7057,0.7075,0.5568,0.2105,0.4108,0.6982,0.9611,0.838,0.6904,0.4555,0.989,0.9325,0.9023,0.7598,0.5128,0.5528,0.993,0.9125,0.9551,0.3545,0.8685,0.4378,0.3712,0.9308,0.4684,0.9444,0.4365,0.1974,0.9121,0.7456,0.3894,0.6933,0.4771,0.9829,0.8568,0.9918,0.516,0.9292,0.8426,0.9261,0.9478,0.305,0.0367,0.5105,0.9623,0.057,0.8532,0.3641,0.5905,0.8272,0.8039,0.131,0.3617,0.0515,cell wall and cell processes
Rv2509,0.064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4015,1.0,1.0,1.0,1.0,0.1633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2482,0.2496,1.0,1.0,1.0,1.0,1.0,0.1836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3367,intermediary metabolism and respiration
Rv2511,0.9688,0.9634,1.0,1.0,0.4702,1.0,0.4753,0.4755,1.0,0.2038,1.0,0.7509,0.7463,0.6106,0.4627,0.8676,0.3982,0.3909,0.9399,0.013,0.2349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6823,0.8245,0.7489,0.245,0.5508,1.0,0.7234,0.0863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4858,0.0,0.0003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2503,0.2436,0.4884,0.4007,0.4815,0.3966,1.0,0.2154,0.1519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4032,0.3978,1.0,0.4024,0.4021,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4008,1.0,1.0,1.0,0.3941,1.0,1.0,0.39,0.4024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2512c,0.9545,0.9196,0.9799,0.927,0.5244,0.4824,0.9979,0.4561,0.9099,0.8426,0.996,0.4556,0.4604,0.8075,0.2426,0.0766,0.257,0.1754,0.5501,0.978,0.9783,0.1338,0.2682,0.465,0.0463,0.4316,0.9984,0.0249,0.4884,0.5748,0.1282,0.5888,0.3399,0.6408,0.698,0.2796,0.5124,0.1361,0.1361,0.9576,0.768,0.1193,0.7368,0.2257,0.0261,0.8338,0.3782,0.9327,0.7043,0.6083,0.4325,0.8404,0.9552,0.9502,0.5151,0.3073,0.1229,0.749,0.949,0.7685,0.201,0.4356,0.6497,0.4794,0.4228,0.3568,0.4316,0.3509,1.0,0.2179,0.3888,0.3573,0.9013,0.9994,0.3599,0.9809,0.1072,0.7684,0.491,0.5683,0.4203,0.6141,0.5661,0.8854,0.1758,0.5615,0.2202,0.1017,0.8999,0.3742,0.6284,0.668,0.4019,0.6846,0.0599,0.9692,0.8889,0.8438,0.7055,0.0266,0.308,0.9273,0.6908,0.4346,0.7903,0.7668,0.5307,0.6898,0.9637,0.5002,0.4285,0.9313,0.4173,0.457,0.9434,0.46,0.5422,0.2554,0.5504,0.2538,0.6396,0.971,0.9511,0.8065,0.4408,0.087,0.4179,0.0111,insertion seqs and phages
