ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv0673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50946,0.67991,1.0,1.0,0.9877,1.0,1.0,1.0,1.0,0.90734,1.0,0.85408,0.45238,1.0,0.8398700000000001,0.63367,0.98954,0.76456,1.0,1.0,1.0,0.7228,1.0,1.0,1.0,0.92952,1.0,1.0,1.0,0.91607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96858,1.0,0.95602,0.44842,1.0,lipid metabolism
Rv0675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63563,0.93461,1.0,0.4087,1.0,1.0,1.0,1.0,1.0,1.0,0.46222,0.63469,1.0,0.85557,0.6955600000000001,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.87741,0.76088,1.0,1.0,1.0,1.0,0.59305,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98004,0.91452,1.0,1.0,0.6368199999999999,0.30489,lipid metabolism
Rv0676c,1.0,1.0,1.0,1.0,1.0,0.44981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91693,0.2516,0.13871,0.96848,1.0,0.55124,1.0,0.72336,0.99582,1.0,0.85867,0.98155,1.0,0.79193,0.98528,1.0,0.07366,0.63367,1.0,1.0,1.0,1.0,0.15012,0.1463,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,1.0,1.0,0.12717,1.0,1.0,0.92549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85411,cell wall and cell processes
Rv0677c,1.0,1.0,1.0,1.0,1.0,0.86129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1961,1.0,1.0,0.64451,1.0,0.93286,0.93694,0.38581,1.0,1.0,0.53969,0.77876,1.0,0.47631,0.14501,1.0,0.84403,1.0,0.96406,1.0,1.0,1.0,1.0,0.61819,0.528,1.0,1.0,1.0,1.0,1.0,1.0,0.67662,1.0,0.84452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8049,1.0,1.0,0.64581,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0680c,1.0,1.0,1.0,1.0,1.0,0.4119600000000001,1.0,1.0,1.0,1.0,1.0,0.41895,1.0,0.49032,1.0,0.90474,0.96375,1.0,0.93055,1.0,1.0,0.93737,1.0,0.43126,0.62535,1.0,1.0,1.0,1.0,1.0,1.0,0.8763700000000001,1.0,1.0,1.0,1.0,0.64053,1.0,1.0,0.97759,1.0,1.0,0.70458,1.0,1.0,1.0,0.48604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80087,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0681,1.0,1.0,1.0,1.0,1.0,0.40278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95466,0.97849,1.0,1.0,1.0,1.0,0.15283,1.0,0.5257,0.27525,1.0,1.0,1.0,1.0,0.84403,0.5918100000000001,0.98954,1.0,1.0,1.0,1.0,0.6995,0.90307,1.0,0.28449,1.0,1.0,0.94282,1.0,0.97527,0.82734,0.29316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,0.91589,0.07881,1.0,1.0,1.0,0.30855,regulatory proteins
Rv0682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99659,1.0,1.0,1.0,1.0,1.0,0.44387,0.23154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98853,1.0,1.0,0.18019,1.0,1.0,0.01086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99933,0.47744,1.0,0.62202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.34095,information pathways
Rv0685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,0.96954,0.7387100000000001,0.04897,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0686,1.0,1.0,1.0,1.0,1.0,0.23238000000000006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53168,0.9988,0.75995,0.9165,1.0,0.22018,0.92659,1.0,0.0486,1.0,0.6429199999999999,0.55098,1.0,0.08261,1.0,1.0,0.84403,0.47468,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,0.96303,1.0,1.0,1.0,1.0,0.7349,1.0,0.99761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66786,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0687,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46948,0.65267,0.1295,1.0,1.0,1.0,1.0,1.0,0.83141,1.0,0.8095899999999999,1.0,1.0,0.8033600000000001,0.80525,1.0,0.8670399999999999,0.8743700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79275,1.0,1.0,1.0,0.62964,1.0,0.81388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93915,1.0,1.0,1.0,0.82729,intermediary metabolism and respiration
Rv0688,1.0,1.0,1.0,1.0,1.0,0.67593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83185,1.0,1.0,0.98527,1.0,0.92142,0.6221399999999999,1.0,1.0,1.0,0.49622,0.6409100000000001,1.0,0.8535200000000001,0.98505,1.0,0.81781,0.7871,1.0,0.67113,1.0,1.0,1.0,1.0,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0691c,1.0,1.0,1.0,1.0,1.0,0.44981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91179,0.97103,1.0,0.76386,1.0,1.0,1.0,0.43472,0.57139,1.0,0.97344,0.93925,1.0,0.85972,0.14371,1.0,0.97436,0.9495,1.0,1.0,1.0,1.0,1.0,0.76313,1.0,1.0,0.8200799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68384,1.0,1.0,1.0,1.0,regulatory proteins
Rv0693,1.0,1.0,1.0,1.0,1.0,0.4521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41362,0.92021,0.50939,0.56695,1.0,0.96225,0.34071,0.72336,0.00676,1.0,0.47227,0.6243,1.0,0.16515,0.39979,1.0,0.41967,0.8835200000000001,0.24527,1.0,1.0,1.0,0.007390000000000002,0.25645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75798,intermediary metabolism and respiration
Rv0694,1.0,1.0,1.0,1.0,1.0,0.38519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,1.0,0.99214,0.9913,1.0,1.0,1.0,0.93913,1.0,1.0,0.92944,0.55998,1.0,0.95241,0.31275,0.051570000000000005,1.0,1.0,1.0,0.0,0.09638,1.0,1.0,0.8701200000000001,0.91791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0696,1.0,1.0,1.0,1.0,1.0,0.37107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86656,1.0,1.0,0.61317,1.0,1.0,0.6170100000000001,1.0,0.19136,1.0,0.92153,0.8730600000000001,1.0,0.71395,1.0,1.0,0.52461,1.0,1.0,1.0,1.0,1.0,0.05911,0.19998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65236,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08951,0.72354,0.28242,1.0,0.5745100000000001,1.0,1.0,0.5796899999999999,1.0,1.0,0.29785,0.5009,1.0,0.47447,0.45139,1.0,0.44688,1.0,0.23265,1.0,1.0,1.0,1.0,0.32487,0.7862899999999999,1.0,0.99153,1.0,1.0,1.0,1.0,0.28661,1.0,0.80919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4386100000000001,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7057899999999999,0.03443,1.0,1.0,1.0,0.8197200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27578,1.0,0.85088,1.0,1.0,1.0,1.0,1.0,1.0,0.98536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv0702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31059000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0704,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47865,0.1357,0.2211,1.0,0.07228,0.07338,0.00322,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7814300000000001,1.0,1.0,1.0,0.90383,0.75656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6088,1.0,1.0,1.0,0.0,0.72336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv0708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99343,1.0,0.99445,0.98104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95805,1.0,1.0,0.96163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv0709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0710,1.0,1.0,1.0,1.0,1.0,0.82395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80989,0.98689,1.0,0.7472,1.0,1.0,0.94016,0.99888,1.0,1.0,0.8197200000000001,0.86179,1.0,1.0,0.57067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66096,1.0,1.0,0.76668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv0711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56876,1.0,0.52485,0.7833899999999999,1.0,0.61405,0.58607,0.8929299999999999,0.76802,1.0,0.88405,0.37651,1.0,0.7322,0.06096,1.0,0.02525,0.22587,0.76151,0.99504,1.0,1.0,1.0,0.46042,1.0,1.0,0.8332299999999999,1.0,1.0,1.0,1.0,0.8234100000000001,1.0,0.30686,1.0,1.0,0.46707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5627800000000001,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0713,1.0,1.0,1.0,1.0,1.0,0.6148600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70731,0.8985700000000001,1.0,0.83242,1.0,1.0,1.0,1.0,0.44287,1.0,0.33534,0.85334,1.0,0.97563,0.63057,1.0,0.7017800000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.78518,1.0,1.0,0.93304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49947,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7761,0.61733,1.0,0.99824,1.0,0.01535,0.7511800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47408,1.0,1.0,0.19062,1.0,1.0,0.18338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28728000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97615,0.562,1.0,0.99978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97957,1.0,1.0,0.29859,1.0,1.0,1.0,1.0,0.86887,1.0,0.6107600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78689,1.0,1.0,0.5273399999999999,1.0,1.0,0.54577,0.33585,information pathways
Rv0722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98853,1.0,1.0,0.95564,1.0,0.90633,0.18525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48814,1.0,1.0,0.6792100000000001,0.9298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0724,1.0,1.0,1.0,1.0,1.0,0.77249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98782,0.97458,0.98241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86179,1.0,0.85557,0.42884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51272,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.98093,1.0,1.0,1.0,1.0,0.80345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0726c,1.0,1.0,1.0,1.0,1.0,0.49419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,0.89018,1.0,1.0,1.0,1.0,1.0,0.79472,1.0,0.02942,0.03846,1.0,0.93723,0.03757,1.0,0.45977,0.0285,0.65545,1.0,1.0,1.0,1.0,0.9401,1.0,1.0,1.0,0.97667,1.0,1.0,1.0,0.52408,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97892,1.0,1.0,0.9819,1.0,lipid metabolism
