"","ORF","Name","Description","Final.Call","tuberculist","tbdb","kegg","pubmed","google","pubmed_name","google_name","essentiality","geneName"
"906","Rv0881","Rv0881","Possible rRNA methyltransferase (rRNA methylase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0881' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0881' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0881' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0881' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0881' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0881' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0881' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0881"
"907","Rv0882","Rv0882","Probable transmembrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0882' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0882' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0882' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0882' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0882' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0882' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0882' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0882"
"908","Rv0883c","Rv0883c","hypothetical protein","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0883c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0883c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0883c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0883c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0883c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0883c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0883c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0883c"
"909","Rv0884c","serC","Possible phosphoserine aminotransferase SerC (PSAT)","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0884c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0884c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0884c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0884c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0884c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=serC' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=serC' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0884c"
"910","Rv0885","Rv0885","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0885' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0885' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0885' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0885' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0885' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0885' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0885' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0885"
"911","Rv0886","fprB","Probable NADPH:adrenodoxin oxidoreductase FprB (adrenodoxin reductase) (AR) (ferredoxin-NADP(+) reductase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0886' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0886' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0886' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0886' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0886' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=fprB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=fprB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0886"
"912","Rv0887c","Rv0887c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0887c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0887c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0887c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0887c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0887c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0887c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0887c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0887c"
"913","Rv0888","Rv0888","Probable exported protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0888' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0888' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0888' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0888' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0888' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0888' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0888' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0888"
"914","Rv0889c","citA","Probable citrate synthase II CitA","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0889c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0889c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0889c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0889c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0889c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=citA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=citA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0889c"
"915","Rv0890c","Rv0890c","Probable transcriptional regulatory protein (probably LuxR-family)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0890c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0890c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0890c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0890c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0890c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0890c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0890c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0890c"
"916","Rv0891c","Rv0891c","Possible transcriptional regulatory protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0891c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0891c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0891c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0891c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0891c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0891c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0891c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0891c"
"917","Rv0892","Rv0892","Probable monooxygenase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0892' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0892' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0892' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0892' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0892' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0892' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0892' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0892"
"918","Rv0893c","Rv0893c","Possible S-adenosylmethionine-dependent methyltransferase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0893c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0893c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0893c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0893c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0893c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0893c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0893c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0893c"
"919","Rv0894","Rv0894","Possible transcriptional regulatory protein (possibly LuxR-family)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0894' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0894' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0894' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0894' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0894' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0894' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0894' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0894"
"920","Rv0895","Rv0895","Possible triacylglycerol synthase (diacylglycerol acyltransferase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0895' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0895' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0895' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0895' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0895' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0895' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0895' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0895"
"921","Rv0896","gltA2","Probable citrate synthase I GltA2","Growth-defect","<a href='https://mycobrowser.epfl.ch/genes/Rv0896' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0896' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0896' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0896' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0896' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=gltA2' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=gltA2' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Growth-defect","<span style=""font-weight:bold"">ORF: </span>Rv0896"
"922","Rv0897c","Rv0897c","Probable oxidoreductase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0897c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0897c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0897c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0897c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0897c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0897c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0897c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0897c"
"923","Rv0898c","Rv0898c","hypothetical protein","Uncertain","<a href='https://mycobrowser.epfl.ch/genes/Rv0898c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0898c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0898c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0898c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0898c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0898c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0898c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Uncertain","<span style=""font-weight:bold"">ORF: </span>Rv0898c"
"924","Rv0899","ompA","Outer membrane protein A OmpA","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0899' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0899' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0899' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0899' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0899' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=ompA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=ompA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0899"
"925","Rv0900","Rv0900","Possible membrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0900' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0900' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0900' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0900' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0900' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0900' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0900' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0900"
"926","Rv0901","Rv0901","Possible conserved exported or membrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0901' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0901' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0901' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0901' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0901' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0901' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0901' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0901"
"927","Rv0902c","prrB","Two component sensor histidine kinase PrrB","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0902c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0902c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0902c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0902c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0902c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=prrB' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=prrB' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0902c"
