Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv0351,grpE,Probable GrpE protein (HSP-70 cofactor),ES,"virulence, detoxification, adaptation",-0.13,1.14,-0.02,3.69,1.11,-0.23,-1.03,-0.24,-1.98,-4.41,-0.34,-0.22,0.64,-1.1,0.14,-1.12,-1.72,-0.45,-1.87,-3.09,-2.17,0.23,4.3,0.0,1.39,0.54,0.0,-0.23,0.0,0.27,-0.23,-0.27,5.49,0.17,-0.47,0.0,-2.24,-2.24,0.0,3.06,1.85,2.75,1.23,-2.09,4.34,0.39,-0.68,0.18,0.31,-1.69,-1.23,-0.18,-0.33,-0.42,0.0,0.21,-1.15,0.0,-1.85,-2.83,0.0,0.0,0.0,0.0,-1.1143953035281242,-2.4781656738204254,-1.4028882626879111,-56.648445,20.533945,3
Rv0352,dnaJ1,Probable chaperone protein DnaJ1,NE,"virulence, detoxification, adaptation",0.11,0.49,-0.25,-0.3,-0.43,0.0,-1.13,-0.55,1.29,1.31,-4.17,-2.64,1.53,1.3,-1.35,0.38,1.58,1.05,-0.15,3.32,0.1,-4.24,0.0,-4.24,0.0,0.0,-4.24,0.0,0.0,-2.65,0.36,-3.35,-1.78,0.29,-0.15,-1.13,0.95,-4.35,1.32,-1.69,1.56,-3.45,-2.16,1.29,1.52,-1.11,0.66,-0.39,-1.02,-2.31,-1.46,-2.1,-2.13,-1.36,1.09,-0.27,3.82,2.18,0.52,-0.71,3.31,-0.66,-3.14,1.7,0.04502754312407575,4.633695158489717,3.2268098309445667,9.013908,3.4002872,3
Rv0353,hspR,Probable heat shock protein transcriptional repressor HspR (MerR family),NE,"virulence, detoxification, adaptation",0.12,0.22,0.23,-0.4,-0.49,-1.01,0.09,0.24,0.99,-0.1,0.5,0.36,-0.14,-1.52,0.41,0.7,0.09,0.51,-0.35,1.31,-0.29,-7.01,-1.33,-2.09,1.08,-3.84,-5.52,-0.02,-1.52,-4.67,3.86,1.51,-2.31,0.32,0.32,-1.69,0.27,-1.44,-1.55,-2.7,0.12,-2.36,-1.33,1.03,2.77,-0.24,0.4,0.35,-0.04,-2.28,-2.08,-0.23,-0.39,-0.63,1.19,-1.21,-1.22,1.12,-0.25,-0.81,1.23,0.28,-0.99,-2.43,-2.2813517081839256,5.230419179659831,1.849176577760932,5.4396114,19.475914,0
Rv0354c,PPE7,PPE family protein PPE7,GA,PE/PPE,0.12,0.07,0.36,0.2,0.12,3.41,-0.01,0.14,0.04,0.19,-0.16,0.29,0.45,-0.01,0.46,0.14,0.08,-0.2,-0.68,-0.75,-0.43,-0.7,-1.19,0.56,1.48,0.21,-0.77,-1.4,-1.33,-0.08,1.11,0.49,5.02,0.0,0.09,0.13,-0.4,-0.64,-0.68,-0.23,-0.9,-0.07,0.17,0.25,-0.5,-0.12,-0.29,-0.02,0.16,-0.44,-0.21,0.32,0.01,0.06,-0.38,0.01,-1.41,-0.38,0.08,0.37,0.99,-0.17,-1.53,-0.46,-3.541248727670087,-0.8847952720125332,3.9261382375190363,-7.0287066,11.696488,3
Rv0355c,PPE8,PPE family protein PPE8,GA,PE/PPE,0.06,0.11,0.19,0.0,-0.12,0.32,-0.02,-0.01,-0.27,0.01,0.1,0.1,0.0,0.04,0.27,0.01,-0.12,-0.17,-0.26,0.09,0.13,0.29,0.12,0.22,0.22,0.29,0.24,-0.12,-0.07,0.15,-0.04,0.1,0.26,0.15,0.16,-0.11,-0.68,-0.4,0.05,0.21,-0.4,0.25,0.09,-0.16,-0.2,0.03,0.08,-0.12,-0.17,-0.3,-0.24,-0.07,-0.08,0.06,-0.15,-0.05,0.33,-0.43,-0.86,0.12,0.16,0.03,-0.08,-0.08,-1.2697817927117026,-1.0909111220758207,0.7417822813901013,-14.493746,-10.940895,3
Rv0356c,-,hypothetical protein,NE,conserved hypotheticals,0.64,0.77,-0.05,-0.8,-0.27,-4.2,0.01,-0.48,0.02,0.17,0.07,0.26,0.19,-0.21,-0.26,0.52,0.03,0.03,0.24,0.29,0.01,-1.79,2.72,-0.88,0.69,-0.21,-2.05,-1.86,-1.59,0.87,1.19,-1.47,-3.13,0.82,0.44,-1.16,1.92,1.1,1.85,0.82,-0.22,0.61,0.52,-0.09,-0.44,-0.24,-0.41,0.63,0.63,-0.36,-0.26,0.59,0.08,0.04,-0.58,0.29,0.22,1.08,0.07,0.28,-0.21,-0.12,1.46,2.5,1.7672393502483559,-2.107629008006684,-0.7276630484649783,16.96714,11.098053,2
Rv0357c,purA,Probable adenylosuccinate synthetase PurA (imp--aspartate ligase) (ADSS) (ampsase),ES,intermediary metabolism and respiration,-0.09,-0.09,0.0,0.0,0.0,0.0,-0.08,0.0,-0.08,-0.08,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,-0.09,1.03,0.0,-0.17,0.0,0.11,0.0,-0.11,0.0,0.0,0.0,-0.06,-0.06,-0.04,-0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0175427591871886,-1.2410786030993612,0.6014122512194577,-18.032621,-14.373969,3
Rv0358,-,hypothetical protein,GD,conserved hypotheticals,1.11,0.98,-0.32,2.58,-0.39,-1.35,-0.56,-0.27,-0.68,-0.24,3.33,6.29,-0.16,-3.47,0.51,-1.21,0.19,-1.21,-1.25,1.64,-0.47,-1.91,0.0,-2.77,-3.32,0.21,0.84,4.14,1.39,-3.02,-1.12,-0.01,-0.26,0.02,1.07,1.91,-1.43,0.32,-1.5,0.88,0.99,-2.01,1.64,3.65,1.33,-0.33,-2.94,0.52,0.73,4.2,3.65,0.48,0.4,-0.27,-3.35,1.11,-3.58,-0.06,-1.81,-2.42,6.03,1.28,-4.25,-1.23,0.4390498639336412,5.150027436596275,-4.7954160983849405,2.0659046,2.7696297,1
Rv0359,-,Probable conserved integral membrane protein,NE,cell wall and cell processes,-0.04,-0.1,0.21,-0.56,0.3,0.96,-0.75,0.21,0.01,-0.81,0.07,0.09,0.02,0.1,0.39,0.47,-0.22,-0.03,-0.03,0.79,0.1,-0.37,3.57,-0.26,0.8,0.69,0.92,0.94,-0.36,0.29,0.64,-0.03,-1.64,0.24,0.24,-0.48,1.33,0.22,-2.18,0.2,-0.26,0.03,0.48,0.46,0.07,-0.03,-0.04,-0.17,-0.13,-0.38,-0.18,0.25,-0.0,-0.06,0.4,0.28,0.06,0.46,0.18,0.4,-0.77,-0.57,0.97,2.26,-2.3437340249451792,-2.5409758845265378,0.21796128191804873,-16.325087,-2.4373116,4
Rv0360c,-,hypothetical protein,NE,conserved hypotheticals,-0.03,-0.03,0.23,-0.15,0.25,-5.1,0.57,0.28,-0.05,0.03,1.97,0.62,-1.34,0.0,-0.45,0.35,-0.21,-0.03,-0.19,0.54,0.36,-0.58,0.82,-0.89,0.37,0.68,0.19,0.24,-0.53,-0.32,-0.83,-1.09,-1.14,0.04,0.03,0.25,-0.66,-0.51,3.28,-0.01,-0.12,0.45,0.11,-0.34,-1.39,-0.05,0.12,-0.24,-0.22,0.8,0.67,-0.17,-0.11,0.01,0.82,-0.21,1.97,0.72,0.89,1.88,0.45,-0.31,-1.45,-2.36,1.9866908173854534,0.28829090408638536,-2.7417461967328403,29.786753,21.112211,3
Rv0361,-,Probable conserved membrane protein,NE,cell wall and cell processes,-0.23,-0.21,-0.59,-1.02,0.18,-0.18,0.41,0.82,-1.54,0.07,2.32,1.09,-1.22,0.48,-0.77,0.74,0.38,0.27,1.22,-0.19,0.48,-5.31,4.46,1.38,6.34,-0.35,-1.72,8.02,4.42,2.38,7.51,-0.18,-2.16,-0.44,-0.15,1.96,-2.02,-0.66,1.35,0.02,2.98,-0.07,0.37,0.44,5.88,-1.87,-3.24,0.05,0.36,-1.36,-1.82,-2.83,-3.41,-2.55,-1.46,-1.56,0.37,-2.03,-1.03,0.0,4.18,-1.8,-6.5,-5.16,-12.202901168344523,8.178971521580225,-7.080334023465892,-22.412958,35.680695,4
Rv0362,mgtE,Possible Mg2+ transport transmembrane protein MgtE,NE,cell wall and cell processes,-0.05,0.01,-0.07,0.07,0.18,-0.86,-0.31,0.08,0.26,-0.24,0.14,0.55,0.41,0.51,0.81,0.38,0.71,0.32,0.71,0.98,0.37,1.33,-0.42,0.06,-1.24,0.03,-0.41,-1.82,-0.08,0.65,-3.69,-3.02,0.63,0.25,0.2,-9.05,0.29,0.46,-0.74,0.25,0.23,-0.46,-0.23,0.23,0.92,-0.58,-1.19,0.07,-0.14,-1.06,-1.36,-0.03,-0.62,-0.4,0.39,0.87,-0.02,0.29,0.21,0.87,-0.31,-1.09,0.69,1.73,2.16233492464285,-2.690634729858682,2.2179027954078383,1.6320419,26.02942,3
Rv0363c,fba,Probable fructose-bisphosphate aldolase Fba,ES,intermediary metabolism and respiration,1.76,-0.14,1.08,0.28,0.89,0.0,-4.27,0.72,-1.94,-1.94,0.28,0.28,0.0,4.22,4.68,3.63,5.62,4.48,4.3,4.19,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,-0.84,0.0,-0.84,-1.06,-0.04,1.63,-8.73,0.0,0.0,0.0,0.19,0.52,2.21,-0.09,0.3,-0.66,-0.13,-0.72,0.12,-0.21,-6.39,0.0,0.88,-6.39,0.0,0.0,-1.16,0.0,-1.45,-5.31,-2.030142703002684,5.908458556091258,1.786365033682261,-55.21918,-24.627216,1
Rv0364,-,Possible conserved transmembrane protein,ES,cell wall and cell processes,-0.51,-1.01,1.2,2.35,1.8,-3.86,0.33,1.3,1.6,1.81,3.64,2.44,-1.2,-0.88,-0.71,2.32,0.09,0.39,1.31,-0.73,0.6,-0.74,1.68,-4.56,-3.86,0.0,-4.56,-3.86,0.0,-1.19,2.5,2.94,-0.14,0.06,0.01,0.16,-1.86,-2.35,-2.02,-0.88,-0.29,2.07,1.67,-0.41,-0.4,-0.22,0.02,-1.55,-2.3,-0.61,-0.19,-0.19,-0.51,-0.65,0.14,0.16,-1.14,3.19,-0.99,-0.48,3.46,1.36,-3.86,-3.86,5.3973982269476055,5.164082921769184,0.8379324762605975,33.33386,-6.3735123,0
Rv0365c,-,hypothetical protein,NE,conserved hypotheticals,-0.03,-0.04,0.22,0.15,0.09,-4.04,-0.34,0.04,-0.54,-0.16,-0.13,-0.23,-0.09,0.34,0.79,1.05,0.19,0.35,0.66,0.97,0.81,0.42,-0.77,0.23,-0.26,-0.07,-0.21,-0.87,-0.25,-0.13,-0.48,0.07,1.64,0.19,-0.02,-0.48,0.25,0.36,-0.3,-0.07,0.36,0.25,0.0,-0.25,-0.33,-0.13,-0.52,-0.01,-0.34,0.51,-0.13,0.23,0.1,-0.03,1.06,0.02,-0.34,0.55,0.16,-0.18,-1.22,0.14,0.99,-0.19,1.9312154159864208,-2.823378644677783,-0.2969554363513713,38.665394,17.309778,2
Rv0366c,-,hypothetical protein,NE,conserved hypotheticals,-0.13,0.02,-0.08,0.17,0.19,-2.07,-0.38,-0.17,-0.29,-0.1,0.19,-0.37,-0.56,0.2,0.38,0.77,0.55,0.23,0.28,0.15,-0.3,1.98,-1.42,2.04,0.01,-0.06,0.17,-0.89,0.91,-1.58,-2.1,1.46,0.23,-0.14,0.09,-0.8,0.36,1.46,2.28,0.05,0.25,0.45,1.03,0.58,-0.68,0.21,0.58,-0.13,-0.29,0.16,0.03,-0.24,0.24,-0.07,-1.1,-0.11,-0.04,-0.65,0.28,0.56,-0.33,0.47,1.06,-0.34,1.237502760555387,-2.9034654344422877,0.807748850919167,18.364967,-33.747105,3
Rv0367c,-,Hypothetical protein,NE,conserved hypotheticals,-0.91,-0.66,-0.02,-0.23,0.13,-5.66,-0.13,0.01,0.27,0.3,1.61,-0.31,-1.91,-1.31,-0.07,-0.26,-1.08,-0.43,0.21,-1.02,0.03,-1.52,-1.3,-2.29,-3.4,-2.63,-1.83,0.36,0.66,-4.5,-4.22,-1.24,-5.31,-0.78,-0.9,-2.36,-0.04,0.18,-1.07,-1.09,-0.22,-4.0,-1.42,2.58,2.04,0.08,-1.45,-0.09,-0.16,0.41,0.43,-0.27,0.01,0.1,-3.67,0.62,-0.36,3.3,-2.6,-2.77,-3.49,1.49,1.12,-0.17,5.946337854232078,2.000984768025718,-1.7452636004149753,53.653267,4.375246,3
Rv0368c,-,hypothetical protein,NE,conserved hypotheticals,-0.02,-0.0,0.27,-0.07,0.39,-2.91,0.08,0.17,0.1,-0.54,-0.07,0.19,0.25,0.4,-0.12,0.12,0.92,0.11,0.03,-0.3,0.35,-1.25,1.97,1.45,4.37,1.67,-0.0,0.79,-0.46,0.74,2.59,0.6,-1.3,0.24,0.29,-0.44,0.55,-0.1,0.21,-0.15,0.31,0.25,0.13,-0.12,-1.09,0.05,-0.04,-0.11,-0.18,0.39,-0.17,0.45,-0.11,-0.06,1.24,-0.12,-0.77,0.36,-0.03,0.73,-0.59,-0.57,0.53,0.49,-3.0628539081441906,-3.1895258189188977,-1.327895229772338,17.239035,30.52737,2
Rv0369c,-,Possible membrane oxidoreductase,NE,intermediary metabolism and respiration,0.88,0.44,-0.29,0.62,-0.09,-5.86,-0.49,-0.39,-0.67,-0.6,1.98,1.06,-0.91,1.21,-0.53,-0.59,0.59,0.01,-0.94,1.34,-0.18,-0.93,-2.11,-2.46,0.24,1.77,-5.82,-4.92,0.0,1.12,1.06,-0.99,1.9,0.49,0.07,0.45,0.6,-1.22,0.85,0.92,0.05,3.85,3.58,-0.27,0.65,-0.1,0.11,0.17,-0.16,1.42,0.73,-1.62,-0.2,0.23,0.03,-0.38,-0.74,2.39,-0.94,2.97,-1.5,-0.54,0.86,-1.74,4.81397764179592,-0.96697140598245,1.2882949761305678,45.53419,-2.572514,2
Rv0370c,-,Possible oxidoreductase,NE,intermediary metabolism and respiration,0.49,0.47,0.26,0.03,0.53,-6.65,0.06,0.29,0.29,-0.72,0.02,0.47,0.45,-1.01,-0.25,0.24,0.7,-0.08,-0.48,0.31,-0.12,1.47,-0.16,0.75,-0.26,0.46,-0.47,-1.2,0.74,1.23,-1.39,-1.15,-2.23,0.29,0.6,-0.56,-0.16,0.82,-0.9,-0.36,0.12,-0.71,-0.78,-0.06,1.24,-0.0,0.22,-0.12,-0.0,-0.18,0.1,0.52,0.38,0.21,0.59,0.5,0.32,0.83,-0.64,-1.76,-1.56,-1.05,-0.59,-0.65,3.6495135352275794,-2.973753898912847,-2.595344526156172,33.690865,8.281005,2
Rv0371c,-,hypothetical protein,NE,conserved hypotheticals,0.3,0.43,-0.77,-1.81,0.28,-4.59,-0.56,-0.23,0.3,-1.11,-4.67,-4.25,0.42,-1.16,0.53,-1.7,-0.38,0.24,-0.5,1.59,1.8,-1.03,1.78,-5.66,-7.46,0.19,-5.66,-4.66,0.0,0.04,0.58,-0.5,-0.04,0.05,0.26,-1.37,-0.75,-2.91,0.0,0.02,3.22,-0.46,-0.46,0.0,-5.35,0.12,-0.18,-1.18,-1.09,3.33,1.42,-1.32,-2.15,1.06,-4.31,0.17,0.0,1.01,1.92,1.65,-1.32,-0.56,-2.94,-2.63,9.269051013637785,6.714035914790209,1.881779511894885,50.129795,-16.144218,0
Rv0372c,-,hypothetical protein,NE,conserved hypotheticals,0.04,0.33,0.21,2.68,1.62,-2.54,-0.71,0.97,-0.54,-1.07,0.75,1.09,0.35,-0.9,1.32,2.09,1.23,0.73,1.7,1.02,0.07,-2.83,3.84,-6.66,-1.94,1.89,-4.66,-2.14,0.0,3.3,5.01,-1.11,0.52,0.42,0.37,-0.79,0.78,0.88,0.0,-0.04,1.97,-0.06,0.8,0.86,-5.39,0.48,0.4,-0.12,-0.18,0.03,-0.03,-0.07,0.0,-0.15,0.83,-1.21,-1.51,0.2,1.01,1.44,-1.43,-2.55,-2.55,1.87,2.769275288237476,2.069918208957638,0.6578808997252014,11.390248,1.3696898,4
Rv0373c,-,Probable carbon monoxyde dehydrogenase (large chain),NE,intermediary metabolism and respiration,-0.29,-0.24,-0.14,0.12,0.14,-4.53,0.44,0.16,0.01,0.03,0.59,0.44,-0.15,0.47,0.72,-0.06,-0.27,0.05,0.4,-0.39,0.13,0.46,0.53,0.53,-0.38,-0.44,0.35,0.3,0.42,0.07,0.59,0.98,-0.33,-0.12,-0.21,4.86,-0.16,-0.97,-1.83,-0.03,-0.19,-0.13,-0.41,-0.28,-0.74,0.08,-0.05,-0.21,-0.25,-0.5,-0.25,0.31,-0.06,0.1,0.89,0.14,-0.19,0.53,0.06,-0.35,-0.27,1.01,1.1,-0.55,1.3846880423802546,-2.271394284005528,-2.1133834999709267,32.84443,31.175848,2
Rv0374c,-,Probable carbon monoxyde dehydrogenase (small chain),NE,intermediary metabolism and respiration,-0.34,-0.7,-0.08,-1.28,0.46,0.71,-0.09,-0.58,1.11,0.2,-2.7,-3.58,-0.89,1.63,2.64,0.92,0.73,1.67,1.45,2.44,1.39,-3.58,2.62,0.42,4.73,0.73,-1.41,-1.42,-3.59,-3.9,-0.22,0.1,4.61,0.01,-0.04,-1.62,-1.07,-0.56,-2.62,0.36,-0.29,-3.48,-2.32,1.16,-4.34,-0.15,-0.57,-0.29,0.72,-0.2,-0.49,1.16,-0.2,0.18,0.79,0.52,3.88,-3.55,-2.63,1.36,-1.5,-3.4,1.95,-0.62,-2.446216001632935,0.3419017302568863,6.189245769768786,-18.637735,24.503872,3
Rv0375c,-,Probable carbon monoxyde dehydrogenase (medium chain),NE,intermediary metabolism and respiration,-0.11,-0.1,0.2,0.05,0.37,3.01,-3.84,0.33,-1.27,-0.48,-1.09,-0.67,0.42,1.88,0.19,-0.26,1.16,0.34,0.63,1.24,0.18,1.56,2.52,-3.26,-7.47,-2.66,2.69,0.53,-0.6,1.51,-3.93,-3.88,2.56,0.31,0.19,0.41,-0.41,-0.01,-1.27,0.53,-0.77,0.99,0.17,-0.83,2.09,0.29,-0.67,-0.04,-0.08,0.07,-0.34,-0.5,0.13,-0.07,2.6,0.03,1.99,0.82,0.18,-0.96,1.25,0.73,-1.02,0.28,2.2047858688021362,0.43224066029472313,0.426657323526228,7.4124393,-34.478607,0
Rv0376c,-,hypothetical protein,NE,conserved hypotheticals,-0.29,-0.28,0.56,-0.13,0.72,-7.58,-0.11,0.7,0.25,0.33,-0.01,0.15,0.16,-0.38,0.24,0.29,0.34,0.31,0.98,0.41,1.5,1.92,-0.18,0.05,-2.31,-0.44,-0.84,-2.25,0.51,0.98,-1.08,-0.14,1.38,-0.46,-0.19,-0.2,0.25,0.48,-1.71,0.33,-0.54,0.55,0.07,-0.48,-0.69,-0.06,0.29,0.01,0.01,-0.13,-0.09,0.37,0.02,0.0,-0.73,-0.18,-0.39,-1.38,-0.07,0.67,-0.71,0.03,0.01,0.12,6.024168308868266,-2.17270819996464,-2.0103982964949787,43.255753,5.9905443,2
Rv0377,-,Probable transcriptional regulatory protein (probably LysR-family),NE,regulatory proteins,-0.35,-0.73,0.6,0.28,0.37,2.62,1.13,0.38,0.43,1.22,-1.44,-0.34,1.1,-1.02,0.34,-0.74,-0.64,-0.09,-0.41,0.4,-0.38,2.24,-0.89,-6.74,-7.52,1.46,-0.63,-0.97,1.9,2.8,-0.18,-0.74,-1.74,-1.03,-0.01,1.21,-0.34,-0.22,2.47,0.58,0.58,-0.48,-0.04,0.44,0.44,-0.19,-0.46,0.22,0.12,0.57,0.42,0.34,0.07,-0.04,0.52,0.27,1.48,-0.15,-0.55,-0.15,-3.3,-0.71,0.77,0.54,3.4242303683181796,0.9325781401642614,1.464055559062534,16.08701,-12.867568,0
Rv0378,-,Conserved hypothetical glycine rich protein,Uncertain,conserved hypotheticals,-0.07,-0.16,-0.21,4.47,-0.39,-8.1,-2.0,-0.92,-1.81,-7.59,2.31,0.15,-2.17,-3.23,0.66,-0.93,-3.75,-0.18,-1.0,0.56,2.33,1.92,1.56,-6.19,-9.74,0.4,-2.53,-7.83,-3.37,-2.02,-8.1,-4.23,4.46,-0.31,0.08,-0.02,1.08,-0.73,2.42,0.95,0.49,-0.14,0.76,0.9,1.98,-0.11,-0.19,-0.53,-0.04,0.78,0.78,1.67,0.04,0.26,-2.73,-0.26,0.66,-0.06,-0.38,-1.19,-4.86,0.51,1.06,0.75,17.028612257669035,-0.6087616437182239,0.17514644076705838,55.39785,-12.465878,0
Rv0379,secE2,Possible protein transport protein SecE2,NE,cell wall and cell processes,0.66,0.75,1.18,1.17,1.03,-2.84,0.07,0.88,-1.04,0.63,-0.98,-0.79,0.19,0.5,0.74,0.07,-0.3,0.23,-0.04,0.5,-0.05,-1.36,-1.97,-5.46,-3.97,1.05,0.05,1.33,-0.09,3.11,3.71,-0.75,2.7,0.64,0.76,-0.61,1.71,-0.07,-1.3,-0.26,-0.39,0.81,0.13,-0.68,0.43,-0.5,0.32,-0.43,-1.0,-0.97,-1.03,0.3,0.15,0.19,-1.49,0.48,0.54,0.7,0.37,0.57,0.47,0.35,-0.38,-0.41,1.1467267377050705,0.8589317643196427,-3.596187303111102,9.036048,23.566349,0
Rv0380c,-,Possible RNA methyltransferase (RNA methylase),NE,intermediary metabolism and respiration,-0.32,-0.28,0.2,-2.04,0.7,0.67,1.35,0.51,1.37,1.49,-1.37,-1.36,0.01,0.08,1.28,-0.16,-0.04,0.13,0.54,1.01,0.26,-3.91,6.21,2.74,7.24,0.59,-0.56,2.37,-0.97,1.71,3.18,-2.44,2.61,0.21,-0.55,0.97,-2.6,0.8,0.73,0.5,0.2,-0.61,0.05,0.66,0.42,0.7,0.08,-0.04,-0.24,-0.86,-0.42,0.36,0.38,0.15,-5.07,-0.08,-1.85,-0.37,0.75,2.28,1.03,-2.64,-5.11,-0.78,-8.181951157346068,2.5217961065395946,-0.6888602705669632,-17.099756,23.69847,4
Rv0381c,-,Hypothetical protein,NE,conserved hypotheticals,-0.03,0.13,0.57,0.09,0.63,2.59,-0.63,0.5,-0.6,-0.31,-0.41,-0.6,-0.19,0.24,0.23,0.17,0.1,-0.0,-0.18,-0.06,0.25,-2.7,-2.04,1.86,1.89,-2.67,-0.18,0.53,-1.99,0.86,0.63,-2.93,0.65,0.01,0.42,-1.74,0.09,0.11,1.24,0.11,0.09,0.3,0.96,0.65,1.61,-0.07,0.5,0.08,-0.06,-0.36,-0.06,-0.29,-0.01,0.07,-0.93,0.33,0.78,-0.83,-0.34,0.53,1.34,1.22,-1.21,-2.03,-5.495210931070714,1.2233691581538673,1.0300442201131845,-2.2060134,31.367691,3
Rv0382c,pyrE,Probable orotate phosphoribosyltransferase PyrE (OPRT) (oprtase),ES,intermediary metabolism and respiration,-0.01,-0.01,0.0,0.0,0.0,0.0,-0.15,0.0,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,-0.01,-1.57,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9974465819334233,-1.1336917175924446,0.6531307891186129,-18.482231,-9.5011015,3
Rv0383c,-,Possible conserved secreted protein,GD,cell wall and cell processes,0.28,0.38,0.42,2.56,0.07,1.65,1.3,0.31,1.23,2.35,0.82,-0.06,-0.88,0.72,-0.04,-1.16,0.03,-0.04,-0.5,0.01,-1.31,-0.86,-0.2,-4.02,-6.29,0.15,-4.02,-3.23,0.0,-0.37,1.41,0.93,-3.43,0.59,0.39,0.67,1.36,1.26,-0.27,1.08,0.89,0.25,0.74,0.49,-0.36,-0.33,0.14,0.3,0.16,-0.49,-0.49,0.42,0.79,-0.46,-2.51,-0.45,0.44,-0.51,-1.83,0.88,-0.8,-1.18,1.21,1.56,3.5302416712175253,1.8741416446646522,3.3046227113254365,10.852071,-16.270779,0
